Cooler_cond,Valve_cond,pump_leakage,Hyd_accumulator,stable_flag,CE_median,CP_median,PS1_median,PS2_median,PS3_median,PS4_median,PS5_median,PS6_median,EPS1_median,FS1_median,FS2_median,SE_median,VS1_median,TS1_median,TS2_median,TS3_median,TS4_median
20,80,0,115,0,27.7,1.78,153.91,127.88,2.08,0,9.14,9.06,2402,7.8,9.7,69.29,0.6,44.7,49.73,46.9,40.1
20,80,0,115,0,27.9,1.79,153.93,127.89,2.08,0,9.15,9.06,2401.8,7.8,9.7,69.2,0.6,44.7,49.72,46.84,40.02
20,80,0,115,0,27.79,1.79,153.88,127.88,2.08,0,9.14,9.05,2401.4,7.8,9.7,69.23,0.6,44.65,49.7,46.93,40.09
20,80,0,115,0,27.88,1.8,153.88,127.95,2.08,0,9.14,9.06,2401.8,7.8,9.7,69.25,0.6,44.71,49.7,46.93,40.07
20,80,0,115,0,27.84,1.79,153.88,127.92,2.08,0,9.14,9.06,2403.4,7.8,9.7,69.17,0.6,44.67,49.66,46.92,40.03
20,90,0,115,0,27.84,1.79,153.96,127.97,2.08,0,9.14,9.06,2399.8,7.8,9.7,69.3,0.6,44.68,49.7,46.85,40.02
20,90,0,115,0,27.74,1.79,153.96,127.95,2.06,0,9.15,9.06,2399.8,7.8,9.71,69.26,0.6,44.68,49.69,46.84,40.02
20,90,0,115,0,27.55,1.76,153.94,128,2.08,0,9.14,9.06,2401.8,7.82,9.71,69.34,0.59,44.66,49.69,46.84,40.1
20,90,0,115,0,27.73,1.78,153.94,127.95,2.06,0,9.14,9.05,2401.6,7.81,9.7,69.31,0.59,44.63,49.68,46.91,40.1
20,90,0,115,0,27.82,1.79,153.96,127.98,2.08,0,9.14,9.06,2401.4,7.81,9.7,69.35,0.6,44.63,49.67,46.9,40.03
20,90,0,115,0,27.83,1.79,153.91,128,2.08,0,9.15,9.06,2401.8,7.8,9.7,69.22,0.6,44.61,49.69,46.9,40.09
20,90,0,115,0,27.81,1.78,153.96,128.02,2.08,0,9.14,9.06,2403.6,7.8,9.7,69.24,0.59,44.62,49.65,46.84,40.09
20,90,0,115,0,27.64,1.77,153.98,127.99,2.06,0,9.14,9.05,2403.4,7.8,9.7,69.3,0.61,44.64,49.65,46.83,40.1
20,90,0,115,0,27.64,1.78,153.93,127.88,2.08,0,9.14,9.05,2401.8,7.8,9.7,69.22,0.6,44.62,49.65,46.84,40.1
20,90,0,115,0,27.67,1.78,153.94,127.94,2.08,0,9.13,9.05,2401.6,7.79,9.69,69.1,0.61,44.63,49.66,46.89,40.09
20,100,0,115,0,27.64,1.78,153.98,128.06,2.06,0,9.13,9.05,2402,7.8,9.69,69.14,0.6,44.65,49.67,46.83,40.09
20,100,0,115,0,27.47,1.77,154.04,128.03,2.06,0,9.13,9.05,2402.8,7.79,9.7,69.08,0.59,44.63,49.63,46.83,40.1
20,100,0,115,0,27.41,1.76,153.97,128.05,2.06,0,9.14,9.05,2399.8,7.8,9.7,69.26,0.6,44.68,49.63,46.82,40.1
20,100,0,115,0,27.43,1.76,153.99,127.91,2.08,0,9.14,9.06,2399.4,7.8,9.69,69.5,0.6,44.69,49.67,46.82,40.03
20,100,0,115,0,27.72,1.78,153.98,127.96,2.08,0,9.14,9.05,2399.6,7.8,9.69,69.26,0.61,44.63,49.64,46.82,40.02
20,100,0,115,0,27.7,1.78,153.99,128.05,2.06,0,9.14,9.05,2399.8,7.8,9.69,69.21,0.6,44.61,49.63,46.82,40.02
20,100,0,115,0,27.67,1.78,153.99,127.97,2.06,0,9.14,9.06,2401.4,7.81,9.7,69.36,0.59,44.62,49.62,46.82,40.02
20,100,0,115,0,27.58,1.78,154.02,127.91,2.06,0,9.14,9.06,2399.6,7.81,9.7,69.4,0.6,44.61,49.62,46.82,40.03
20,100,0,115,0,27.63,1.78,153.98,128.04,2.08,0,9.14,9.06,2399.6,7.81,9.7,69.35,0.59,44.62,49.58,46.82,40.03
20,100,0,115,0,27.56,1.76,154,128.04,2.08,0,9.15,9.06,2401.6,7.8,9.7,69.51,0.6,44.62,49.57,46.74,40.02
20,100,0,100,1,27.61,1.76,153.98,128.06,2.08,0,9.15,9.06,2402,7.81,9.7,69.35,0.59,44.61,49.6,46.74,40.02
20,100,0,100,1,27.66,1.77,153.98,128.07,2.08,0,9.15,9.07,2403.8,7.8,9.7,69.23,0.59,44.53,49.55,46.81,40.02
20,100,0,100,1,27.6,1.76,153.99,128.06,2.06,0,9.16,9.07,2403.6,7.81,9.69,69.27,0.6,44.57,49.56,46.7,39.95
20,100,0,100,1,27.66,1.77,153.99,128.03,2.08,0,9.16,9.07,2404.4,7.8,9.69,69.09,0.59,44.53,49.56,46.7,39.93
20,100,0,100,1,27.93,1.78,154.03,128.03,2.08,0,9.16,9.07,2405.4,7.8,9.7,69.02,0.61,44.53,49.55,46.71,39.87
20,100,0,100,1,27.59,1.77,154.02,128.07,2.08,0,9.16,9.07,2403.8,7.8,9.71,69.08,0.59,44.49,49.55,46.7,39.93
20,100,0,100,1,27.75,1.78,153.99,128.04,2.08,0,9.16,9.07,2403.6,7.8,9.71,69.11,0.6,44.52,49.54,46.66,39.85
20,100,0,100,1,27.62,1.78,153.99,128,2.06,0,9.17,9.08,2406.8,7.81,9.72,69.08,0.6,44.45,49.53,46.69,39.92
20,100,0,100,1,27.78,1.78,154.02,128,2.08,0,9.17,9.08,2404.8,7.8,9.72,69.03,0.59,44.45,49.53,46.67,39.85
20,100,0,100,1,27.57,1.76,154.02,128.06,2.06,0,9.16,9.08,2403.6,7.8,9.71,69.17,0.6,44.45,49.51,46.67,39.93
20,100,2,100,1,27.5,1.76,153.45,127.69,1.99,0,9.16,9.08,2433.6,7.47,9.71,65.43,0.6,44.44,49.48,46.66,39.94
20,73,2,100,0,27.55,1.77,153.35,127.54,1.99,0,9.18,9.09,2427.2,7.46,9.72,65.48,0.6,44.32,49.41,46.58,39.85
20,73,2,100,0,27.3,1.74,153.37,127.61,2,0,9.19,9.1,2428,7.47,9.73,65.44,0.6,44.29,49.3,46.5,39.84
20,73,2,100,0,27.4,1.75,153.34,127.59,2,0,9.19,9.11,2428,7.46,9.73,65.33,0.6,44.23,49.28,46.48,39.77
20,73,2,100,0,27.5,1.75,153.35,127.61,2,0,9.18,9.1,2425.8,7.45,9.72,65.3,0.6,44.25,49.27,46.44,39.77
20,73,2,100,0,27.41,1.75,153.34,127.64,1.99,0,9.19,9.1,2427.8,7.45,9.72,65.22,0.6,44.21,49.24,46.4,39.7
20,73,2,100,0,27.62,1.76,153.37,127.54,1.99,0,9.19,9.11,2427.6,7.44,9.73,65.26,0.61,44.19,49.19,46.33,39.69
20,73,2,100,0,27.53,1.74,153.37,127.59,1.98,0,9.19,9.1,2427.8,7.45,9.73,65.2,0.6,44.2,49.18,46.32,39.69
20,73,2,100,0,27.35,1.73,153.34,127.61,2,0,9.19,9.11,2428,7.45,9.74,65.31,0.61,44.2,49.14,46.32,39.69
20,73,2,100,0,27.55,1.74,153.37,127.56,2,0,9.19,9.1,2427.2,7.44,9.73,65.19,0.6,44.2,49.14,46.32,39.68
20,73,2,100,0,27.71,1.76,153.37,127.58,2.01,0,9.19,9.1,2421.8,7.44,9.73,65.42,0.6,44.2,49.12,46.32,39.62
20,80,2,100,0,27.46,1.74,153.38,127.61,2.01,0,9.18,9.1,2423.2,7.45,9.73,65.32,0.6,44.2,49.07,46.32,39.76
20,80,2,100,0,27.56,1.74,153.34,127.61,2,0,9.18,9.1,2421.8,7.44,9.73,65.33,0.61,44.21,49.1,46.32,39.7
20,80,2,100,0,27.7,1.75,153.39,127.63,2,0,9.18,9.1,2423.6,7.45,9.72,65.33,0.61,44.2,49.11,46.32,39.64
20,80,2,100,0,27.33,1.73,153.37,127.6,2,0,9.18,9.1,2425.6,7.44,9.73,65.22,0.62,44.16,49.12,46.32,39.75
20,80,2,100,0,27.24,1.73,153.38,127.6,2,0,9.19,9.1,2423.8,7.45,9.73,65.22,0.61,44.16,49.1,46.32,39.7
20,80,2,100,0,27.13,1.73,153.41,127.59,2,0,9.18,9.1,2425.6,7.45,9.73,65.36,0.62,44.2,49.12,46.32,39.76
20,80,2,100,0,27.11,1.72,153.4,127.63,1.99,0,9.18,9.1,2426.6,7.45,9.73,65.27,0.62,44.2,49.09,46.32,39.77
20,80,2,100,0,26.99,1.72,153.35,127.58,2,0,9.18,9.1,2424.8,7.45,9.72,65.25,0.62,44.21,49.11,46.33,39.84
20,80,2,100,0,27.12,1.72,153.38,127.63,2,0,9.19,9.1,2426,7.45,9.72,65.39,0.61,44.22,49.12,46.34,39.78
20,80,2,100,0,27.13,1.72,153.4,127.59,2,0,9.18,9.1,2421.8,7.45,9.72,65.31,0.61,44.21,49.12,46.4,39.84
20,90,2,100,0,27.07,1.72,153.44,127.59,2,0,9.18,9.09,2423.8,7.44,9.73,65.35,0.61,44.23,49.11,46.4,39.85
20,90,2,100,0,27.39,1.74,153.43,127.61,2,0,9.18,9.1,2423.8,7.45,9.73,65.2,0.61,44.22,49.14,46.4,39.77
20,90,2,100,0,27.65,1.76,153.42,127.62,1.99,0,9.18,9.1,2425.8,7.44,9.73,65.14,0.6,44.21,49.13,46.48,39.76
20,90,2,100,0,27.84,1.77,153.43,127.6,2,0,9.18,9.1,2425.8,7.45,9.73,65.05,0.61,44.21,49.14,46.47,39.7
20,90,2,100,0,27.29,1.74,153.44,127.69,2.01,0,9.19,9.1,2427.8,7.45,9.74,65.22,0.59,44.21,49.12,46.4,39.77
20,90,2,100,0,27.47,1.75,153.46,127.66,2.02,0,9.19,9.1,2428.2,7.44,9.74,65.09,0.6,44.22,49.15,46.41,39.74
20,90,2,100,0,27.66,1.76,153.46,127.69,2.01,0,9.19,9.1,2428.6,7.45,9.73,65.17,0.61,44.2,49.16,46.4,39.69
20,90,2,100,0,27.65,1.77,153.43,127.64,2.01,0,9.18,9.1,2423.8,7.44,9.73,65.17,0.6,44.21,49.12,46.4,39.69
20,90,2,100,0,27.59,1.76,153.45,127.65,2.01,0,9.18,9.1,2425.8,7.44,9.73,65.18,0.6,44.19,49.11,46.4,39.7
20,90,2,100,0,27.32,1.73,153.43,127.52,2.01,0,9.18,9.1,2425.4,7.44,9.73,65.27,0.61,44.2,49.11,46.32,39.75
20,100,2,100,0,27.43,1.74,153.43,127.63,2,0,9.18,9.1,2425.4,7.45,9.73,65.33,0.6,44.2,49.12,46.39,39.77
20,100,2,100,0,27.27,1.73,153.52,127.69,2,0,9.19,9.11,2432.4,7.45,9.74,65.09,0.61,44.21,49.12,46.32,39.77
20,100,2,100,0,27.3,1.74,153.5,127.66,2.01,0,9.19,9.11,2432.2,7.46,9.74,65.12,0.61,44.2,49.11,46.4,39.77
20,100,2,100,0,27.26,1.74,153.52,127.69,2,0,9.18,9.09,2419.6,7.45,9.73,65.4,0.61,44.21,49.12,46.41,39.77
20,100,2,100,0,27.21,1.73,153.51,127.66,2,0,9.17,9.09,2419.6,7.44,9.72,65.42,0.6,44.2,49.11,46.36,39.76
20,100,2,100,0,27.51,1.76,153.51,127.69,2,0,9.17,9.08,2419.4,7.45,9.72,65.44,0.6,44.19,49.13,46.38,39.69
20,100,2,100,0,27.38,1.74,153.48,127.5,2,0,9.17,9.08,2419.6,7.44,9.73,65.36,0.61,44.2,49.11,46.32,39.69
20,100,2,100,0,27.15,1.72,153.5,127.66,2,0,9.17,9.08,2420.8,7.44,9.73,65.31,0.61,44.2,49.09,46.32,39.76
20,100,2,100,0,27.43,1.74,153.48,127.66,2.01,0,9.18,9.09,2421.6,7.44,9.73,65.29,0.6,44.2,49.12,46.32,39.68
20,100,2,100,0,27.51,1.76,153.46,127.64,2,0,9.18,9.09,2422.6,7.44,9.73,65.26,0.6,44.19,49.12,46.31,39.61
20,100,1,100,1,27.3,1.75,153.67,127.84,2.03,0,9.18,9.09,2411.8,7.56,9.73,66.65,0.61,44.2,49.1,46.32,39.69
20,73,1,100,0,27.3,1.74,153.56,127.73,2.02,0,9.17,9.09,2408.8,7.55,9.73,66.75,0.61,44.19,49.12,46.32,39.69
20,73,1,100,0,27.62,1.76,153.59,127.76,2.03,0,9.18,9.09,2409.6,7.56,9.73,66.65,0.61,44.2,49.13,46.32,39.68
20,73,1,100,0,27.8,1.77,153.61,127.78,2.03,0,9.18,9.09,2410.2,7.56,9.73,66.71,0.61,44.2,49.13,46.32,39.6
20,73,1,100,0,27.7,1.76,153.58,127.73,2.02,0,9.17,9.09,2411.5,7.55,9.73,66.64,0.61,44.21,49.11,46.32,39.69
20,73,1,100,0,27.15,1.73,153.59,127.78,2.02,0,9.18,9.09,2411.6,7.56,9.74,66.76,0.61,44.19,49.12,46.32,39.77
20,73,1,100,0,27.19,1.73,153.61,127.77,2.03,0,9.18,9.09,2411.8,7.56,9.74,66.72,0.61,44.21,49.12,46.32,39.7
20,73,1,100,0,27.51,1.75,153.61,127.75,2.02,0,9.18,9.09,2409.8,7.56,9.73,66.83,0.62,44.21,49.13,46.32,39.66
20,73,1,100,0,27.7,1.76,153.59,127.79,2.02,0,9.17,9.08,2403.6,7.57,9.73,67.08,0.61,44.19,49.15,46.32,39.6
20,73,1,100,0,27.7,1.76,153.64,127.84,2.02,0,9.17,9.09,2407.8,7.56,9.73,66.96,0.61,44.2,49.12,46.32,39.61
20,73,1,100,0,27.88,1.77,153.63,127.84,2.03,0,9.18,9.09,2409.6,7.57,9.73,66.81,0.61,44.15,49.12,46.32,39.6
20,80,1,100,0,27.81,1.76,153.64,127.87,2.02,0,9.18,9.09,2409.6,7.57,9.73,66.93,0.61,44.11,49.1,46.3,39.61
20,80,1,100,0,27.31,1.73,153.67,127.81,2.03,0,9.18,9.1,2412,7.57,9.74,66.87,0.6,44.15,49.11,46.31,39.69
20,80,1,100,0,27.58,1.75,153.59,127.78,2.03,0,9.19,9.1,2407.6,7.56,9.74,66.89,0.61,44.19,49.11,46.32,39.62
20,80,1,100,0,27.84,1.77,153.62,127.75,2.03,0,9.19,9.1,2407.8,7.56,9.71,66.83,0.6,44.11,49.11,46.32,39.6
20,80,1,100,0,27.61,1.76,153.59,127.81,2.02,0,9.19,9.1,2407.6,7.56,9.71,66.88,0.61,44.11,49.11,46.3,39.6
20,80,1,100,0,27.79,1.77,153.63,127.83,2.02,0,9.19,9.1,2407.8,7.57,9.71,66.84,0.6,44.1,49.12,46.3,39.53
20,80,1,100,0,27.31,1.73,153.61,127.84,2.02,0,9.19,9.1,2409.4,7.57,9.72,66.92,0.61,44.12,49.07,46.27,39.69
20,80,1,100,0,27.45,1.74,153.61,127.72,2.02,0,9.18,9.1,2409.6,7.55,9.71,66.89,0.61,44.11,49.05,46.25,39.61
20,80,1,100,0,27.5,1.74,153.63,127.79,2.03,0,9.19,9.1,2411.6,7.56,9.71,66.76,0.61,44.11,49.07,46.25,39.6
20,80,1,100,0,27.41,1.74,153.62,127.81,2.02,0,9.19,9.11,2411.8,7.56,9.72,66.75,0.61,44.11,49.06,46.27,39.69
20,90,1,100,0,27.13,1.73,153.69,127.87,2.02,0,9.19,9.11,2413.8,7.56,9.73,66.76,0.61,44.11,49.05,46.25,39.69
20,90,1,100,0,27.2,1.73,153.65,127.83,2.02,0,9.19,9.1,2413.6,7.57,9.74,66.72,0.62,44.15,49.06,46.3,39.7
20,90,1,100,0,27.24,1.73,153.63,127.79,2.01,0,9.19,9.11,2414.2,7.57,9.74,66.71,0.62,44.18,49.1,46.26,39.69
20,90,1,100,0,27.31,1.74,153.64,127.87,2.01,0,9.18,9.09,2412,7.57,9.73,66.74,0.62,44.19,49.09,46.3,39.69
20,90,1,100,0,27.43,1.75,153.67,127.81,2.03,0,9.18,9.1,2412.8,7.57,9.73,66.77,0.61,44.18,49.11,46.27,39.65
20,90,1,100,0,27.42,1.74,153.69,127.83,2.03,0,9.18,9.09,2413.6,7.57,9.73,66.78,0.61,44.1,49.08,46.31,39.69
20,90,1,100,0,27.47,1.74,153.65,127.83,2.03,0,9.18,9.1,2413.8,7.57,9.73,66.8,0.61,44.12,49.12,46.26,39.62
20,90,1,100,0,27.36,1.74,153.65,127.88,2.02,0,9.18,9.1,2412.4,7.57,9.74,66.89,0.6,44.15,49.11,46.31,39.69
20,90,1,100,0,27.27,1.73,153.69,127.81,2.02,0,9.18,9.09,2411.4,7.56,9.73,66.85,0.61,44.15,49.11,46.27,39.69
20,90,1,100,0,27.12,1.72,153.67,127.84,2.01,0,9.18,9.1,2412.2,7.56,9.73,66.8,0.61,44.18,49.11,46.3,39.75
20,100,1,100,0,27.38,1.74,153.72,127.88,2.01,0,9.18,9.1,2410.6,7.57,9.73,66.74,0.61,44.19,49.1,46.31,39.68
20,100,1,100,0,27.5,1.75,153.7,127.86,2.01,0,9.19,9.1,2409.6,7.56,9.74,66.73,0.61,44.15,49.12,46.26,39.61
20,100,1,100,0,27.44,1.74,153.72,127.92,2.01,0,9.18,9.1,2409.6,7.57,9.73,66.83,0.6,44.13,49.11,46.3,39.69
20,100,1,100,0,27.21,1.73,153.7,127.92,2.02,0,9.18,9.1,2409.6,7.56,9.73,66.81,0.61,44.19,49.1,46.3,39.7
20,100,1,100,0,27.26,1.73,153.69,127.84,2.03,0,9.18,9.1,2409.6,7.57,9.74,66.83,0.61,44.19,49.1,46.3,39.7
20,100,1,100,0,27.19,1.72,153.72,127.87,2.02,0,9.19,9.1,2410,7.56,9.74,66.8,0.6,44.19,49.12,46.3,39.7
20,100,1,100,0,27.23,1.73,153.69,127.88,2.02,0,9.18,9.1,2409.6,7.56,9.74,66.91,0.61,44.19,49.11,46.31,39.77
20,100,1,100,0,27.01,1.71,153.72,127.89,2.02,0,9.18,9.09,2409.6,7.56,9.74,66.79,0.6,44.19,49.11,46.3,39.77
20,100,1,100,0,27.06,1.72,153.66,127.88,2.02,0,9.17,9.09,2404.6,7.56,9.73,66.89,0.61,44.2,49.12,46.32,39.77
20,100,1,100,0,27.28,1.73,153.69,127.84,2.01,0,9.17,9.09,2409.8,7.56,9.73,66.93,0.61,44.2,49.15,46.31,39.75
20,100,0,100,1,27.11,1.72,154.12,128.21,2.06,0,9.17,9.08,2399.6,7.8,9.73,69.32,0.61,44.2,49.16,46.35,39.77
20,73,0,100,0,27.13,1.72,154.02,128.17,2.08,0,9.17,9.08,2401.8,7.81,9.73,69.29,0.6,44.27,49.2,46.32,39.77
20,73,0,100,0,27.15,1.73,154.02,128.15,2.06,0,9.17,9.09,2403.6,7.82,9.73,69.3,0.6,44.25,49.22,46.4,39.78
20,73,0,100,0,27.25,1.74,154.05,128.16,2.06,0,9.16,9.08,2401.6,7.81,9.73,69.4,0.6,44.3,49.27,46.47,39.84
20,73,0,100,0,27.36,1.75,154.04,128.14,2.08,0,9.16,9.07,2398.6,7.81,9.72,69.49,0.6,44.31,49.29,46.47,39.84
20,73,0,100,0,27.27,1.74,154.06,128.14,2.08,0,9.16,9.07,2397.6,7.8,9.72,69.39,0.6,44.37,49.3,46.48,39.84
20,73,0,100,0,27.22,1.75,154.05,128.12,2.08,0,9.16,9.07,2399.6,7.8,9.73,69.33,0.6,44.36,49.3,46.48,39.84
20,73,0,100,0,27.17,1.74,154.02,128.11,2.09,0,9.16,9.07,2399.6,7.8,9.73,69.37,0.61,44.36,49.3,46.49,39.84
20,73,0,100,0,27.21,1.75,154,128.09,2.08,0,9.15,9.07,2399.6,7.8,9.72,69.34,0.6,44.43,49.37,46.49,39.84
20,73,0,100,0,27.2,1.75,154.04,128.07,2.09,0,9.15,9.07,2399.6,7.8,9.72,69.33,0.6,44.43,49.36,46.48,39.84
20,73,0,100,0,27.38,1.76,154.01,128.07,2.09,0,9.16,9.07,2401.4,7.8,9.73,69.43,0.61,44.43,49.39,46.56,39.85
20,80,0,100,0,27.34,1.76,154.02,128.11,2.08,0,9.16,9.07,2399.6,7.8,9.73,69.35,0.6,44.44,49.39,46.57,39.85
20,80,0,100,0,27.43,1.76,154,128.03,2.08,0,9.15,9.07,2397.3,7.8,9.72,69.43,0.61,44.43,49.4,46.57,39.84
20,80,0,100,0,27.51,1.76,154,128.09,2.08,0,9.15,9.07,2397.4,7.8,9.72,69.35,0.61,44.45,49.38,46.57,39.85
20,80,0,100,0,27.52,1.76,154.02,128.09,2.08,0,9.15,9.07,2397.6,7.8,9.72,69.44,0.61,44.44,49.4,46.56,39.84
20,80,0,100,0,27.44,1.77,154,128.12,2.09,0,9.16,9.07,2395.2,7.81,9.73,69.5,0.61,44.44,49.39,46.57,39.84
20,80,0,100,0,27.45,1.77,154.02,128.07,2.09,0,9.15,9.06,2394,7.81,9.72,69.5,0.61,44.44,49.38,46.58,39.84
20,80,0,100,0,27.46,1.76,154.02,128.15,2.09,0,9.15,9.06,2393.8,7.81,9.72,69.64,0.61,44.43,49.4,46.56,39.84
20,80,0,100,0,27.46,1.77,154.02,128.12,2.08,0,9.15,9.06,2393.2,7.82,9.72,69.57,0.61,44.37,49.38,46.57,39.84
20,80,0,100,0,27.42,1.77,154.02,128.12,2.06,0,9.15,9.06,2392,7.8,9.72,69.58,0.61,44.36,49.37,46.57,39.84
20,80,0,100,0,27.34,1.76,153.99,128.14,2.08,0,9.15,9.06,2391.8,7.8,9.72,69.66,0.61,44.44,49.38,46.52,39.84
20,90,0,100,0,27.37,1.77,154.02,128.13,2.08,0,9.15,9.06,2391.2,7.8,9.72,69.52,0.61,44.37,49.37,46.56,39.83
20,90,0,100,0,27.29,1.75,154.04,128.14,2.09,0,9.15,9.06,2391.8,7.8,9.72,69.62,0.61,44.37,49.37,46.54,39.84
20,90,0,100,0,27.49,1.76,154.06,128.13,2.08,0,9.15,9.07,2397.4,7.8,9.73,69.42,0.61,44.44,49.37,46.56,39.84
20,90,0,100,0,27.35,1.76,154.02,128.11,2.06,0,9.15,9.07,2397.8,7.81,9.73,69.39,0.59,44.43,49.39,46.56,39.85
20,90,0,100,0,27.39,1.75,154.02,128.07,2.06,0,9.15,9.06,2397.6,7.8,9.73,69.3,0.6,44.44,49.39,46.57,39.85
20,90,0,100,0,27.33,1.74,154.02,128.13,2.08,0,9.14,9.06,2397.8,7.8,9.73,69.37,0.6,44.43,49.4,46.56,39.93
20,90,0,100,0,27.28,1.75,154.02,128.02,2.06,0,9.15,9.06,2399.6,7.8,9.73,69.27,0.6,44.45,49.39,46.57,39.93
20,90,0,100,0,27.44,1.76,154,128.11,2.06,0,9.14,9.06,2399.8,7.81,9.72,69.34,0.59,44.44,49.41,46.58,39.86
20,90,0,100,0,27.48,1.77,154.04,128.06,2.08,0,9.14,9.06,2401.6,7.8,9.72,69.42,0.6,44.45,49.45,46.65,39.86
20,90,0,100,0,27.29,1.75,154.02,128.05,2.06,0,9.15,9.06,2397.8,7.81,9.73,69.42,0.59,44.45,49.44,46.57,39.93
20,100,0,100,0,27.28,1.76,153.99,128.08,2.08,0,9.14,9.06,2397.8,7.81,9.72,69.33,0.59,44.44,49.44,46.65,39.92
20,100,0,100,0,27.36,1.78,154,128.13,2.08,0,9.15,9.06,2398,7.81,9.72,69.44,0.6,44.45,49.44,46.65,39.86
20,100,0,100,0,27.35,1.76,154.08,128.19,2.06,0,9.15,9.06,2399.2,7.81,9.72,69.46,0.6,44.45,49.45,46.58,39.85
20,100,0,100,0,27.31,1.76,154.08,128.15,2.08,0,9.14,9.06,2399.2,7.8,9.72,69.3,0.6,44.45,49.45,46.66,39.93
20,100,0,100,0,27.36,1.76,154.04,128.14,2.08,0,9.14,9.05,2392.2,7.8,9.72,69.55,0.61,44.43,49.43,46.66,39.93
20,100,0,100,0,27.37,1.76,154.05,128.06,2.09,0,9.14,9.06,2391.6,7.8,9.72,69.52,0.61,44.44,49.44,46.65,39.93
20,100,0,100,0,27.39,1.76,154.05,128.15,2.08,0,9.14,9.05,2391.6,7.8,9.72,69.61,0.6,44.44,49.48,46.57,39.85
20,100,0,100,0,27.64,1.78,154.06,128.18,2.06,0,9.14,9.05,2393.2,7.8,9.72,69.41,0.6,44.45,49.46,46.66,39.85
20,100,0,100,0,27.31,1.77,154.1,128.2,2.06,0,9.14,9.06,2395.4,7.8,9.72,69.43,0.6,44.44,49.46,46.66,39.93
20,100,0,100,0,27.39,1.77,154.1,128.2,2.06,0,9.15,9.06,2397.6,7.8,9.73,69.29,0.59,44.44,49.44,46.66,39.92
20,100,0,90,1,27.36,1.76,154.08,128.16,2.08,0,9.15,9.07,2403.8,7.8,9.73,69.13,0.59,44.43,49.44,46.66,39.93
20,100,0,90,1,27.43,1.76,154.07,128.16,2.08,0,9.16,9.07,2403.6,7.8,9.73,69.27,0.6,44.43,49.4,46.58,39.93
20,100,0,90,1,27.52,1.77,154.06,128.14,2.06,0,9.16,9.07,2403.6,7.8,9.73,69.28,0.6,44.45,49.39,46.57,39.85
20,100,0,90,1,27.56,1.77,154.05,128.14,2.09,0,9.15,9.07,2400,7.81,9.73,69.31,0.6,44.43,49.38,46.57,39.84
20,100,0,90,1,27.33,1.76,154.02,128.13,2.06,0,9.15,9.06,2396,7.81,9.72,69.51,0.6,44.43,49.4,46.55,39.85
20,100,0,90,1,27.28,1.75,154.05,128.18,2.09,0,9.15,9.06,2389.8,7.81,9.72,69.58,0.6,44.44,49.42,46.55,39.85
20,100,0,90,1,27.3,1.76,154.04,128.14,2.09,0,9.14,9.06,2391.6,7.81,9.72,69.57,0.6,44.43,49.41,46.57,39.85
20,100,0,90,1,27.35,1.76,154.02,128.14,2.09,0,9.14,9.06,2392.6,7.81,9.72,69.56,0.6,44.39,49.4,46.57,39.85
20,100,0,90,1,27.22,1.75,154.07,128.16,2.08,0,9.15,9.07,2397.2,7.81,9.73,69.35,0.6,44.39,49.4,46.49,39.84
20,100,0,90,1,27.44,1.77,154.06,128.19,2.09,0,9.15,9.07,2398.4,7.8,9.73,69.33,0.6,44.39,49.38,46.56,39.85
20,100,2,90,1,27.35,1.75,153.45,127.71,2.01,0,9.16,9.07,2427.6,7.46,9.73,65.36,0.6,44.36,49.38,46.48,39.78
20,73,2,90,0,27.46,1.76,153.38,127.66,1.99,0,9.16,9.08,2419.8,7.46,9.73,65.64,0.61,44.21,49.3,46.48,39.77
20,73,2,90,0,27.29,1.74,153.38,127.67,2.01,0,9.18,9.09,2421.6,7.46,9.74,65.6,0.6,44.2,49.25,46.4,39.77
20,73,2,90,0,27.19,1.74,153.39,127.68,2.02,0,9.18,9.1,2419.8,7.45,9.74,65.51,0.61,44.15,49.19,46.31,39.77
20,73,2,90,0,27.41,1.74,153.38,127.69,2.01,0,9.19,9.1,2420.4,7.46,9.74,65.43,0.6,44.11,49.12,46.3,39.69
20,73,2,90,0,27.62,1.75,153.39,127.66,2.02,0,9.19,9.1,2419.6,7.46,9.74,65.45,0.61,44.11,49.09,46.3,39.61
20,73,2,90,0,27.27,1.73,153.41,127.69,2.01,0,9.19,9.1,2420,7.45,9.75,65.45,0.6,44.1,49.05,46.26,39.69
20,73,2,90,0,27.21,1.73,153.4,127.66,2.01,0,9.18,9.1,2419.8,7.44,9.74,65.43,0.6,44.1,49.05,46.28,39.7
20,73,2,90,0,27.44,1.74,153.39,127.66,2.02,0,9.18,9.1,2419.8,7.45,9.74,65.42,0.6,44.1,49.04,46.28,39.66
20,73,2,90,0,27.25,1.73,153.39,127.66,2.01,0,9.18,9.1,2419.8,7.45,9.74,65.44,0.6,44.1,49.03,46.26,39.7
20,73,2,90,0,27.4,1.73,153.39,127.66,2.01,0,9.18,9.09,2417.8,7.45,9.74,65.59,0.6,44.11,49.04,46.28,39.7
20,80,2,90,0,27.21,1.72,153.43,127.67,2.01,0,9.18,9.09,2417.6,7.45,9.74,65.53,0.6,44.11,49.03,46.27,39.7
20,80,2,90,0,27.4,1.73,153.43,127.73,2.01,0,9.17,9.09,2417.6,7.45,9.74,65.56,0.6,44.12,49.04,46.32,39.7
